#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
tig00005537	1	83654	17046	83496	99.8111	30.0805	38.2	63.1
tig00005538	1	111981	1733	15535	13.8729	2.22847	37.9	119
tig00005539	1	101001	30269	100929	99.9287	44.0832	38	105
tig00005540	1	96805	1626	13517	13.9631	2.35819	38	146
tig00005542	1	73925	9624	71860	97.2066	19.2025	38.1	0.265
tig00005543	1	74379	850	5997	8.06276	1.61979	37.9	71.4
tig00005544	1	93305	794	14367	15.3979	1.13816	37.8	38.5
tig00005545	1	98545	554	10217	10.3679	0.721143	37.1	88.4
tig00005546	1	93762	21383	92819	98.9943	33.5163	38.1	113
tig00005547	1	91012	685	10098	11.0952	1.03251	37.7	70.4
tig00005548	1	87508	28869	87448	99.9314	47.8399	38.1	247
tig00005549	1	73764	23760	73706	99.9214	47.4648	38.1	155
tig00005550	1	81862	25835	81830	99.9609	46.3991	38	183
tig00005551	1	99584	2602	22352	22.4454	3.77385	37.9	184
tig00005552	1	85795	1342	19770	23.0433	2.20547	38	8.36
tig00005553	1	107611	2824	69979	65.0296	3.46308	38.5	9.48
tig00005554	1	109098	53487	108699	99.6343	71.9848	38.1	233
tig00005555	1	32304	2587	31746	98.2727	10.4566	38.3	2.07
tig00005556	1	21164	1062	14386	67.9739	7.39227	38.1	8.16
tig00005557	1	86228	24786	85904	99.6243	42.2025	38.1	240
tig00005558	1	64138	447	9583	14.9412	0.93988	37.7	29.1
tig00005559	1	86473	1369	16500	19.0811	2.24197	37.8	104
tig00005560	1	88957	974	14293	16.0673	1.5628	37.9	21.2
tig00005561	1	112047	1101	21593	19.2714	1.18867	37.9	11.6
tig00005562	1	95162	860	12588	13.228	1.24632	37.9	28.5
tig00005563	1	86303	893	22700	26.3027	1.32436	37.9	18.3
tig00005564	1	124258	27092	123594	99.4656	32.0836	38.1	103
tig00005565	1	75751	19356	75189	99.2581	37.7241	38.2	75.9
tig00005566	1	87850	3404	19086	21.7257	5.65302	38.2	17.2
tig00005567	1	76869	1502	13894	18.0749	2.82531	38.1	77.8
tig00005568	1	94320	586	6913	7.3293	0.765331	37.6	196
tig00005569	1	115765	10275	89082	76.9507	13.0739	38.2	3.05
tig00005570	1	67107	9	1188	1.77031	0.0177031	37.8	255
tig00005571	1	89972	18945	89640	99.631	30.9464	38.1	167
tig00005572	1	78789	1115	10564	13.408	1.95459	37.7	214
tig00005573	1	79817	6064	47483	59.4898	10.7901	38.1	75.4
tig00005574	1	88683	2393	19982	22.5319	3.76238	37.8	218
tig00005575	1	57389	10984	57094	99.486	27.8378	38.1	203
tig00005576	1	85256	1679	20276	23.7825	2.83957	38	165
tig00005577	1	86865	890	12403	14.2785	1.3952	37.8	98.3
tig00005578	1	74984	3153	26330	35.1142	6.16083	38.2	5.34
tig00005579	1	67068	612	6113	9.11463	1.23244	38.1	95.4
tig00005580	1	77773	1471	13151	16.9095	2.72388	38	207
tig00005581	1	97611	5002	41070	42.0752	7.52329	38.2	3.36
tig00005582	1	69852	265	5994	8.581	0.495333	37.4	116
tig00005583	1	54740	4174	21697	39.6365	10.9706	38.2	47.9
tig00005585	1	104687	6019	37080	35.4199	7.76435	38.1	111
tig00005586	1	99021	1886	28136	28.4142	2.74055	38	92.8
tig00005587	1	92376	1299	16649	18.0231	2.04788	38.2	2.55
tig00005588	1	76456	2901	23714	31.0165	5.53746	38.1	34.6
tig00005589	1	69709	947	7423	10.6486	1.95286	38	70
tig00005590	1	72201	13760	66746	92.4447	28.1048	38.2	35.4
tig00005591	1	73100	2089	19865	27.1751	4.15358	38.1	8.67
tig00005592	1	88658	8621	88288	99.5827	13.8062	38.6	74.9
tig00005593	1	83122	20480	82955	99.7991	36.2314	38.1	188
tig00005594	1	87577	372	8361	9.54703	0.575528	37.6	21.2
tig00005595	1	69652	1063	15732	22.5866	2.19622	38	35.3
tig00005596	1	56017	7246	50187	89.5924	19.077	38.2	0
tig00005597	1	94428	22939	93382	98.8923	35.613	38	219
tig00005598	1	80194	1538	12906	16.0935	2.71508	38.1	83.6
tig00005599	1	94638	2082	16809	17.7614	3.1195	37.7	145
tig00005600	1	96112	33002	95921	99.8013	50.5282	38.1	247
tig00005601	1	72424	25461	72077	99.5209	51.8717	38.2	223
tig00005602	1	77542	2447	22514	29.0346	4.58559	38	98.7
tig00005603	1	82250	876	11425	13.8906	1.47751	38.1	6.7
tig00005604	1	51562	312	3327	6.45243	0.760618	37.4	217
tig00005605	1	69515	3557	28724	41.3206	7.47584	38.1	82.9
tig00005606	1	80415	19103	79071	98.3287	34.985	38.1	101
tig00005607	1	83902	1673	17966	21.4131	2.88585	38.2	4.27
tig00005608	1	76795	2437	29416	38.3046	4.63779	38.2	3.87
tig00005609	1	70380	1054	15474	21.9864	2.15044	38.1	4.11
tig00005610	1	68421	461	10953	16.0082	0.893644	37.5	158
tig00005611	1	74241	2275	32326	43.542	4.44272	38.1	85.1
tig00005612	1	106774	8233	61079	57.204	11.2689	38.1	45.3
tig00005613	1	99899	937	13212	13.2254	1.34123	38.2	19.6
tig00005614	1	110341	2695	23889	21.6502	3.55243	38.2	9.65
tig00005615	1	68996	861	12871	18.6547	1.7483	38	10.7
tig00005616	1	96610	2558	17643	18.2621	3.8151	38	235
tig00005617	1	91592	1394	17628	19.2462	2.16282	38.1	99.7
tig00005618	1	90384	2293	25558	28.2771	3.32792	38	146
tig00005619	1	92388	1975	18918	20.4767	3.10099	38.1	2.45
tig00005620	1	112047	4300	31349	27.9784	5.53959	38	185
tig00005621	1	74594	13105	72925	97.7626	25.8298	38.2	0.0389
tig00005622	1	79778	947	12130	15.2047	1.68469	37.9	144
tig00005623	1	30068	5140	28294	94.1	25.1129	38.1	0.397
tig00005624	1	71936	1290	10453	14.531	2.55142	37.9	218
tig00005625	1	57322	939	8602	15.0065	2.31705	38.1	72
tig00005626	1	55013	24340	55007	99.9891	63.9255	37.9	242
tig00005627	1	91253	1305	11523	12.6275	2.06765	38.1	59.6
tig00005628	1	87258	47026	87137	99.8613	79.3782	38.1	247
tig00005629	1	65931	2756	17506	26.552	6.08394	37.9	111
tig00005630	1	81650	900	12657	15.5015	1.51151	37.6	111
tig00005631	1	106390	1714	17065	16.04	2.29276	38.1	71.6
tig00005632	1	83379	977	13213	15.8469	1.6797	38.1	13.8
tig00005633	1	84091	680	9444	11.2307	1.1042	37.9	146
tig00005634	1	65892	3	452	0.685971	0.00685971	37.7	255
tig00005636	1	84589	3213	25113	29.6883	5.50816	38	158
tig00005637	1	83915	1920	32656	38.9156	3.25848	37.9	61.4
tig00005638	1	90584	991	14388	15.8836	1.46721	37.8	16.5
tig00005639	1	74218	733	14051	18.9321	1.43449	38.1	41.1
tig00005640	1	80504	9774	62248	77.3229	17.8518	38.1	86.7
tig00005641	1	75845	215	6847	9.02762	0.336436	37.4	47.4
tig00005642	1	72882	1	20	0.0274416	0.000274416	23.2	255
tig00005643	1	73596	14180	73406	99.7418	25.5349	38.4	46.9
tig00005644	1	82320	26680	81279	98.7354	47.5942	38	207
tig00005645	1	80218	3625	26374	32.8779	6.62244	38.2	61.6
tig00005646	1	84550	47563	84333	99.7433	82.4112	38	247
tig00005647	1	78339	25526	77960	99.5162	47.8307	38.1	234
tig00005648	1	82158	19093	82088	99.9148	34.1573	38.1	58.5
tig00005649	1	87862	247	5414	6.16194	0.358437	37.6	27.9
tig00005650	1	74801	22398	74729	99.9037	44.0585	38.1	226
tig00005651	1	79240	29319	79180	99.9243	54.4618	38.1	232
tig00005652	1	63579	816	10287	16.1799	1.80126	38	7.81
tig00005653	1	74972	703	11716	15.6272	1.25584	37.7	97.9
tig00005654	1	65153	830	11952	18.3445	1.72024	37.7	108
tig00005655	1	83716	2339	17298	20.6627	4.03069	38	186
tig00005656	1	70672	598	8767	12.4052	1.1679	37.9	99.4
tig00005657	1	78533	338	5145	6.55139	0.551501	37.7	108
tig00005658	1	77797	22661	77542	99.6722	42.7841	38	251
tig00005659	1	64981	1393	20075	30.8936	3.09015	37.8	10.8
tig00005660	1	74945	166	6328	8.44353	0.263113	36.9	33.8
tig00005661	1	54970	17851	54822	99.7308	47.9592	38.2	225
tig00005662	1	84423	3848	22820	27.0305	6.63791	38	223
tig00005663	1	63038	723	11600	18.4016	1.56999	37.8	195
tig00005664	1	80725	6886	39808	49.3131	12.5551	38.1	192
tig00005665	1	83487	22461	83484	99.9964	39.5578	38.1	217
tig00005666	1	81009	7055	54743	67.5764	12.7312	38.1	99
tig00005667	1	113509	1596	25551	22.5101	2.01584	38	3.83
tig00005668	1	73344	256	6774	9.23593	0.454407	37.4	22.9
tig00005669	1	72496	5491	23068	31.8197	10.7835	38.1	151
tig00005670	1	70235	5649	24413	34.759	11.776	38	230
tig00005671	1	83401	4443	33546	40.2225	7.76422	38.1	175
tig00005672	1	74063	1412	16475	22.2446	2.73151	37.7	52.9
tig00005674	1	71799	1722	16515	23.0017	3.4346	38.1	79.8
tig00005675	1	123326	2185	15579	12.6324	2.52229	38	216
tig00005676	1	53103	11532	53012	99.8286	29.7947	38.5	79.4
tig00005677	1	77265	4812	48244	62.4397	9.13834	38	4.56
tig00005678	1	11430	1	21	0.183727	0.00183727	27.4	0
tig00005679	1	67013	326	6274	9.36236	0.645815	37.8	51.6
tig00005680	1	76069	13635	75867	99.7345	26.0202	38	240
tig00005681	1	52114	2588	48328	92.7352	6.39381	38.4	2.27
tig00005682	1	104317	29665	103991	99.6875	41.801	38.1	234
tig00005683	1	72457	784	12704	17.5332	1.50757	38	28.9
tig00005684	1	69315	25558	67546	97.4479	54.0678	38	218
tig00005685	1	65022	1863	26272	40.4048	4.146	38.1	87.6
tig00005686	1	88761	3570	25435	28.6556	5.86857	38	1.29
tig00005687	1	80620	1307	17411	21.5964	2.35614	38	0.976
tig00005688	1	75830	650	10468	13.8046	1.20989	37.9	8.63
tig00005689	1	62411	3233	18430	29.5301	7.55964	38.1	112
tig00005690	1	88311	804	12318	13.9484	1.25241	37.8	30.8
tig00005691	1	63051	1976	20516	32.5387	4.54741	38.2	51.1
tig00005692	1	110133	2258	23600	21.4286	2.94939	38	11.4
tig00005693	1	71673	1839	17812	24.8518	3.73513	38.1	105
tig00005694	1	65815	453	9363	14.2262	0.922404	37.5	9.01
tig00005695	1	86668	347	9081	10.4779	0.553272	38	17.6
tig00005696	1	89754	2309	16052	17.8844	3.71204	38	227
tig00005697	1	28922	4861	26899	93.0053	24.7497	38.2	2.2
tig00005698	1	67295	8914	63106	93.7752	19.5331	38.2	0.114
tig00005699	1	88328	2849	16709	18.917	4.65583	38.1	24.5
tig00005700	1	65985	2066	37724	57.1706	3.15675	37.6	34.9
tig00005701	1	59334	8588	58161	98.0231	21.2515	38.1	172
tig00005702	1	96616	4651	21285	22.0305	7.01177	38.1	201
tig00005703	1	100018	7188	58116	58.1055	10.4861	37.9	35.9
tig00005704	1	55014	11914	54335	98.7658	31.8698	38.1	131
tig00005705	1	86695	594	9473	10.9268	0.954853	37.9	6.01
tig00005706	1	73137	1500	11702	16.0001	2.93135	37.9	143
tig00005707	1	70626	2994	28324	40.1042	6.16044	38.1	118
tig00005708	1	76104	8843	65251	85.7393	17.1308	38.2	17.2
tig00005709	1	69202	1954	13743	19.8593	4.07144	37.9	165
tig00005710	1	58776	12740	58733	99.9268	31.9907	38.1	71.9
tig00005711	1	74710	2394	28859	38.628	4.67343	38.1	39.3
tig00005713	1	64864	11686	64743	99.8135	26.503	38.2	241
tig00005714	1	53041	147	2800	5.27894	0.383496	38.4	3.47
tig00005715	1	56771	1	151	0.265981	0.00265981	35.2	255
tig00005716	1	41807	365	5598	13.3901	1.21147	38	4.19
tig00005717	1	85647	1987	17890	20.8881	3.30239	37.9	98.7
tig00005718	1	70343	1609	11171	15.8808	3.27457	38	200
tig00005719	1	68098	5769	42071	61.7801	12.3999	38	134
tig00005720	1	89964	437	9073	10.0851	0.643891	37.3	132
tig00005721	1	86802	2320	25832	29.7597	3.90625	38.3	10.9
tig00005722	1	59762	17	2373	3.97075	0.0422342	38.4	255
tig00005723	1	59675	700	8662	14.5153	1.60697	37.6	143
tig00005724	1	83327	2132	26251	31.5036	3.72555	38.3	4.55
tig00005725	1	81783	10338	67937	83.0698	18.5927	38.2	85.4
tig00005726	1	61699	993	9972	16.1623	2.24571	37.8	197
tig00005727	1	56529	697	10023	17.7307	1.43537	37.7	123
tig00005729	1	60566	10766	60510	99.9075	26.0379	38	237
tig00005730	1	64249	997	13079	20.3567	2.2179	38.2	22
tig00005731	1	76156	20557	76070	99.8871	39.6538	38.1	236
tig00005732	1	82750	6350	51535	62.2779	11.2393	38.1	91.6
tig00005733	1	53414	4032	22092	41.3599	10.3031	38	160
tig00005734	1	84893	4213	20589	24.2529	6.75024	37.8	191
tig00005735	1	85360	19505	85156	99.761	33.6506	38.2	162
tig00005736	1	65248	6151	18430	28.2461	13.7778	38	239
tig00005737	1	76714	12028	76481	99.6963	23.1315	38.2	80.4
tig00005738	1	64036	17603	64031	99.9922	40.4839	38.2	120
tig00005739	1	73592	37785	73397	99.735	74.967	38	252
tig00005740	1	92919	1922	28429	30.5955	2.96569	37.9	117
tig00005741	1	77085	14167	76291	98.97	26.9667	38.1	146
tig00005742	1	64484	130	2770	4.29564	0.279775	38.1	64.7
tig00005743	1	71770	15340	63915	89.0553	31.0092	37.9	241
tig00005744	1	82250	23843	82183	99.9185	42.6669	38.1	215
tig00005745	1	98267	2105	27339	27.8211	3.08864	38.2	3.76
tig00005746	1	65248	463	8552	13.1069	0.968658	37.3	82.6
tig00005747	1	67139	2452	25775	38.3905	5.30836	38	53.1
tig00005748	1	77391	2094	17454	22.553	3.95468	38.2	14
tig00005749	1	67111	123	2827	4.21242	0.217014	37	31.1
tig00005750	1	72212	15589	72174	99.9474	31.8021	38.1	204
tig00005751	1	77353	1485	9802	12.6718	2.72611	38.2	233
tig00005752	1	61739	4263	38529	62.4063	10.0584	38.2	41.6
tig00005753	1	78436	4339	26432	33.6988	8.14017	38.2	5.17
tig00005754	1	76775	26893	76678	99.8737	51.564	38.1	247
tig00005755	1	73377	7756	68124	92.8411	15.0265	38.5	75.9
tig00005756	1	95702	40946	94829	99.0878	62.9923	38.1	227
tig00005757	1	76099	20309	75890	99.7254	39.2573	38.1	216
tig00005758	1	37321	1587	23699	63.5004	6.24332	38.1	1.29
tig00005759	1	49697	12993	49324	99.2495	38.4862	38.1	127
tig00005760	1	87911	6206	28308	32.2007	10.3466	38.1	151
tig00005761	1	43519	2	302	0.69395	0.0069395	39.5	255
tig00005762	1	66976	1472	7771	11.6027	2.8806	37.6	49.9
tig00005763	1	82033	2716	17107	20.8538	4.77062	37.9	165
tig00005764	1	55414	494	6512	11.7515	1.23689	38	2.06
tig00005765	1	62074	298	5819	9.3743	0.615443	37.2	199
tig00005766	1	73921	3953	27483	37.1789	7.82549	38.1	66.1
tig00005767	1	64806	1569	13415	20.7002	3.473	38.1	27.8
tig00005768	1	64184	525	6265	9.761	1.15127	38	59.3
tig00005769	1	79265	16829	78738	99.3351	31.0753	38.1	250
tig00005770	1	70911	497	10447	14.7326	0.921112	37.8	39
tig00005771	1	73224	17247	73150	99.8989	34.5869	38.1	181
tig00005772	1	62413	18817	62316	99.8446	43.787	38.1	245
tig00005773	1	73774	8089	66691	90.3991	16.0077	38.1	29.2
tig00005774	1	73756	12027	73700	99.9241	23.9043	38.1	249
tig00005775	1	96234	472	11501	11.9511	0.601877	37.3	112
tig00005777	1	50167	14882	50016	99.699	43.5386	38	222
tig00005778	1	118685	17516	117621	99.1035	21.7469	38.1	134
tig00005779	1	102598	2181	26682	26.0064	2.89054	37.8	127
tig00005780	1	63092	423	7517	11.9143	0.912984	37.8	19.3
tig00005781	1	79455	861	7981	10.0447	1.39025	37.7	155
tig00005782	1	67883	3499	19639	28.9307	6.86172	38.3	65.7
tig00005783	1	85346	297	6425	7.52818	0.443184	37.9	96.2
tig00005784	1	26420	2862	25208	95.4126	15.9124	38.1	2.58
tig00005785	1	66616	961	16680	25.039	1.9858	38.1	117
tig00005786	1	63624	18982	63590	99.9466	43.8577	38.1	233
tig00005787	1	62739	27177	62622	99.8135	63.4165	38.1	188
tig00005788	1	51335	200	5191	10.112	0.513237	37.4	17.9
tig00005789	1	82364	17595	80896	98.2177	31.457	38.1	154
tig00005790	1	92402	7	791	0.856042	0.00856042	36.4	255
tig00005791	1	66477	659	9761	14.6833	1.33207	37.6	44.9
tig00005792	1	81268	6220	53870	66.2869	11.1046	38.2	1.11
tig00005793	1	74855	21151	74763	99.8771	41.6322	38.1	201
tig00005794	1	64314	19134	64294	99.9689	43.9178	38.1	93
tig00005795	1	56432	302	4725	8.37291	0.679242	37.5	95.4
tig00005796	1	70039	1503	20165	28.7911	3.07187	38.1	4.92
tig00005797	1	69048	5387	37550	54.3825	11.472	38.1	43.2
tig00005798	1	63985	435	8076	12.6217	0.905493	37.8	83.8
tig00005799	1	82722	24301	82363	99.566	42.8939	38	226
tig00005800	1	45796	735	7069	15.4358	2.23851	37.9	202
tig00005801	1	67368	584	10449	15.5103	1.06555	37.7	50.7
tig00005802	1	63318	385	5584	8.81898	0.821978	38.2	21.2
tig00005803	1	68135	1986	13379	19.636	4.03474	37.9	216
tig00005804	1	62191	550	9052	14.5552	1.20735	38.1	57
tig00005805	1	57859	1905	23611	40.8078	4.75821	38.1	27.4
tig00005806	1	74342	1074	20363	27.391	2.08371	38.1	23.3
tig00005807	1	76332	1173	15497	20.3021	2.18459	37.9	11.1
tig00005808	1	47650	5528	46234	97.0283	17.085	38.2	0.461
tig00005809	1	66546	2015	21096	31.7014	4.07096	38	17.2
tig00005810	1	80705	23227	80106	99.2578	42.4647	38.1	136
tig00005811	1	62245	22771	61031	98.0496	53.9116	38.2	253
tig00005812	1	75207	1184	11527	15.327	2.17484	38.1	192
tig00005813	1	63015	695	5745	9.11688	1.57105	38	133
tig00005814	1	59630	22889	57159	95.8561	56.0463	38.1	206
tig00005815	1	75993	294	6366	8.37709	0.526391	37.8	20.8
tig00005816	1	58738	1	151	0.257074	0.00257074	40.4	255
tig00005817	1	71881	1538	14588	20.2947	3.11858	38	87.4
tig00005818	1	48434	9850	35816	73.9481	29.3141	37.9	237
tig00005819	1	90374	4618	24870	27.519	7.26478	38	141
tig00005820	1	64369	2057	17287	26.8561	4.60644	38.1	66.6
tig00005821	1	55342	829	7470	13.4979	1.83707	37.6	83.7
tig00005822	1	73255	2397	23996	32.7568	4.61347	37.9	190
tig00005823	1	49700	9559	49383	99.3622	28.3295	38.1	124
tig00005824	1	64786	241	4990	7.70228	0.484503	37.4	128
tig00005825	1	65203	2360	10353	15.8781	5.33133	38.2	12.6
tig00005826	1	54664	351	6350	11.6164	0.836913	37.6	162
tig00005827	1	76969	15709	76265	99.0853	30.0784	38.1	176
tig00005828	1	80730	348	5345	6.62083	0.578595	37.8	13.2
tig00005829	1	77858	9494	68999	88.6216	17.9082	38.1	84.1
tig00005830	1	66832	921	9065	13.5639	1.94643	38	24.9
tig00005831	1	60331	13353	59211	98.1436	32.5559	38.1	92
tig00005832	1	58590	9249	54839	93.5979	19.7358	38.2	26.6
tig00005833	1	85929	3632	30690	35.7155	6.16762	38.2	3.23
tig00005834	1	44326	17144	44232	99.7879	57.0323	38.1	201
tig00005835	1	71744	2624	30042	41.8739	5.34776	38.1	1.46
tig00005836	1	45365	536	7597	16.7464	1.71145	38.3	40.4
tig00005838	1	56587	735	8126	14.3602	1.85	37.8	105
tig00005839	1	77683	934	11489	14.7896	1.70412	37.9	194
tig00005840	1	62380	2715	17926	28.7368	5.6084	38	97.1
tig00005842	1	63040	34779	62922	99.8128	81.2128	38.1	233
tig00005843	1	68145	6478	35519	52.1227	13.9351	38	124
tig00005844	1	76841	3107	23686	30.8247	5.90663	38.1	2.54
tig00005845	1	58075	14205	58056	99.9673	35.8814	38.1	245
tig00005846	1	68703	2090	15441	22.475	4.41251	38.1	220
tig00005847	1	63118	11413	54765	86.7661	26.0866	37.6	16.8
tig00005848	1	63435	1356	15033	23.6983	3.07252	38	20.3
tig00005849	1	71835	39764	71831	99.9944	81.378	38	247
tig00005850	1	54739	2052	14571	26.619	5.37849	37.8	162
tig00005851	1	66127	194	5050	7.63682	0.352186	36.9	183
tig00005852	1	82401	21957	82204	99.7609	39.2035	38.1	220
tig00005853	1	55062	29447	55051	99.98	78.0063	38	247
tig00005854	1	65839	5139	36259	55.0722	11.3977	38.1	85.1
tig00005855	1	66291	1092	15186	22.9081	2.29787	38.1	7.94
tig00005856	1	65990	4234	43478	65.8857	9.39191	38.1	66.1
tig00005857	1	91230	37888	87611	96.0331	61.1595	38.1	239
tig00005858	1	64371	9507	61071	94.8735	20.3855	37.4	79.2
tig00005859	1	53458	16210	53323	99.7475	44.3666	37.9	239
tig00005860	1	62790	266	5107	8.13346	0.591925	37.9	49.8
tig00005861	1	39582	815	12611	31.8604	2.90086	37.8	99.5
tig00005862	1	77212	400	5029	6.51324	0.669093	37.7	207
tig00005863	1	67610	709	10951	16.1973	1.47481	38.1	6.83
tig00005864	1	65011	12749	64906	99.8385	28.7788	38.1	234
tig00005865	1	29734	3351	27800	93.4957	16.5453	38.2	0.38
tig00005866	1	34716	3550	27086	78.0217	15.0355	38	35.5
tig00005867	1	77093	3023	33372	43.288	5.66496	37.9	118
tig00005868	1	59551	972	14980	25.1549	2.31348	38	77.9
tig00005869	1	62994	3214	16399	26.0326	7.50132	38.1	1.19
tig00005870	1	60853	29715	59538	97.8391	71.5429	38	253
tig00005871	1	59756	7942	57948	96.9744	18.8559	38.6	58.4
tig00005872	1	47831	18791	47003	98.2689	57.8871	38.1	233
tig00005873	1	78200	8127	35595	45.5179	15.2389	38.1	222
tig00005874	1	55703	1072	12018	21.5751	2.75466	38	108
tig00005875	1	51623	1612	13689	26.5173	4.35688	37.8	24.4
tig00005877	1	76613	2736	28684	37.4401	5.10026	38	101
tig00005878	1	82810	548	12051	14.5526	0.892936	37.9	25.6
tig00005879	1	77061	1130	18133	23.5307	2.11116	38.2	97.5
tig00005880	1	87178	1592	20871	23.9407	2.6397	38.1	11.1
tig00005882	1	67776	7	921	1.35889	0.0155365	38.5	255
tig00005883	1	64480	19319	64398	99.8728	44.0175	38	217
tig00005884	1	64933	12222	64360	99.1176	26.3663	38.2	192
tig00005885	1	49417	2154	25941	52.4941	6.39579	38.1	0.474
tig00005886	1	76447	25561	76398	99.9359	48.3123	37.8	235
tig00005887	1	65860	431	8640	13.1187	0.904373	37.9	10.6
tig00005888	1	69686	688	11397	16.3548	1.35938	38.2	32.2
tig00005889	1	58444	26553	57358	98.1418	66.0045	38	231
tig00005890	1	61081	1	21	0.0343806	0.000343806	23.6	0
tig00005891	1	53558	664	7309	13.6469	1.78761	38.1	6.53
tig00005892	1	55690	542	6046	10.8565	1.39406	38	81.9
tig00005893	1	56580	172	3496	6.17886	0.336656	37.1	50.4
tig00005894	1	71406	1229	12398	17.3627	2.45437	37.8	147
tig00005895	1	62761	2354	24014	38.2626	5.35677	38	119
tig00005896	1	82198	2927	20054	24.3972	4.99021	37.9	161
tig00005897	1	70223	11816	67443	96.0412	23.7741	38.6	47
tig00005898	1	76817	627	7908	10.2946	1.15796	38.1	5.69
tig00005899	1	106547	12600	99047	92.9609	17.3444	38.1	14.7
tig00005900	1	77950	3752	64451	82.6825	6.42729	38.5	8.77
tig00005901	1	71812	9804	46741	65.088	20.1075	38.2	220
tig00005902	1	62724	10871	51696	82.4182	25.5226	38.1	98.9
tig00005903	1	75014	20411	73750	98.315	39.6513	38	237
tig00005904	1	63988	1460	8123	12.6946	3.1958	37.8	103
tig00005905	1	65596	643	10154	15.4796	1.12231	37.4	37.3
tig00005906	1	67153	25429	66480	98.9978	55.2749	37.9	248
tig00005907	1	56724	854	6764	11.9244	2.05911	37.9	221
tig00005908	1	24324	1885	21858	89.8619	10.1416	37.3	5.41
tig00005909	1	87294	10103	84768	97.1063	16.3331	38.6	71.6
tig00005910	1	59001	107	3254	5.51516	0.186556	37.2	59.6
tig00005911	1	59474	589	8042	13.5219	1.34785	37.8	174
tig00005912	1	62040	2811	25798	41.5828	6.57751	38.1	126
tig00005913	1	69117	23626	69111	99.9913	50.4504	38.2	253
tig00005914	1	57127	518	5598	9.79922	1.24831	37.9	152
tig00005915	1	58669	26599	58523	99.7511	66.0653	38	245
tig00005916	1	51698	4374	35155	68.0007	12.4033	38.1	32.5
tig00005917	1	65307	1185	10755	16.4684	2.61852	38.1	14
tig00005918	1	36666	275	4552	12.4148	1.04246	38.4	26
tig00005919	1	76723	19704	76355	99.5204	37.7918	38.1	122
tig00005920	1	59365	428	9265	15.6068	0.943452	37.8	102
tig00005921	1	45132	4074	20173	44.6978	13.1042	38	189
tig00005922	1	52337	1735	17413	33.2709	4.81386	38.1	207
tig00005923	1	53170	584	9257	17.4102	1.58215	37.9	106
tig00005924	1	58654	562	9977	17.0099	1.3334	38	13.6
tig00005925	1	63054	869	9863	15.6421	1.96444	37.9	127
tig00005926	1	85445	14688	85407	99.9555	24.6118	38.1	211
tig00005927	1	62903	1397	9752	15.5032	3.2104	37.8	209
tig00005928	1	49915	160	4318	8.65071	0.392287	37.7	65.3
tig00005929	1	40049	8573	39597	98.8714	31.4436	38.1	247
tig00005930	1	88334	995	17914	20.2798	1.5987	38.2	11.5
tig00005931	1	65040	421	5425	8.34102	0.854812	37.7	90.9
tig00005932	1	65495	2465	23724	36.2226	5.46817	38	210
tig00005933	1	68944	147	2431	3.52605	0.283157	37.5	45.1
tig00005934	1	43761	7508	42715	97.6097	25.2772	38.2	0
tig00005935	1	67621	3	61	0.0902087	0.000902087	26.3	85
tig00005936	1	46459	24652	46338	99.7396	76.7714	38	236
tig00005937	1	36558	9449	36504	99.8523	37.8051	38	206
tig00005938	1	72219	911	17742	24.5669	1.76217	37.9	31.4
tig00005939	1	46919	2552	36797	78.4267	7.01524	37.6	2.4
tig00005940	1	55078	10444	55075	99.9946	25.9936	38.6	107
tig00005941	1	60250	99	2788	4.62739	0.181444	37.8	20.6
tig00005942	1	80389	3223	21956	27.3122	5.8132	37.9	200
tig00005944	1	57096	252	7793	13.6489	0.569427	37.6	36.4
tig00005945	1	47031	1738	9080	19.3064	5.3371	37.7	176
tig00005946	1	50387	471	3187	6.32504	1.30432	37.7	224
tig00005947	1	59420	16521	58809	98.9717	40.9009	38.1	237
tig00005948	1	45253	572	6803	15.0333	1.75458	38.1	123
tig00005949	1	60673	13032	58934	97.1338	31.4489	38	244
tig00005950	1	38303	2017	28891	75.4275	6.07916	38.1	10.1
tig00005951	1	54730	747	7763	14.1842	1.91051	38.2	68.3
tig00005952	1	45674	14252	45092	98.7258	45.2954	37.9	252
tig00005953	1	75753	16681	75538	99.7162	32.0094	38	223
tig00005954	1	53914	22333	53885	99.9462	57.2145	37.7	231
tig00005955	1	93660	2749	27668	29.5409	4.24766	38.1	81.3
tig00005956	1	39419	4012	27927	70.8465	14.9673	38.2	74.3
tig00005957	1	71349	7273	32248	45.1976	14.9618	38.1	58.5
tig00005958	1	44578	1504	21886	49.096	4.92763	38.2	3.9
tig00005959	1	58127	192	5146	8.85303	0.459167	37.9	5.31
tig00005960	1	63455	2293	20421	32.1819	4.72817	38.4	11.5
tig00005961	1	63077	4	381	0.604024	0.00604024	34.7	255
tig00005962	1	36487	5652	36349	99.6218	22.7628	38.1	126
tig00005963	1	58384	20156	57535	98.5458	50.8712	38.1	239
tig00005964	1	86086	10192	54826	63.6875	17.3967	38.1	122
tig00005965	1	58349	1329	11487	19.6867	3.24307	38.2	52.8
tig00005966	1	70325	2221	24712	35.1397	4.43679	37.9	139
tig00005967	1	56439	12170	56432	99.9876	31.7049	38.1	70.8
tig00005968	1	60488	2134	11766	19.4518	5.08319	38.1	238
